step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.007352941176470588,0.001838235294117647,0.0,0.003183916925678083,0.007352941176470588,0.0
4,0.0,0.0014705882352941176,0.0,0.0029411764705882353,0.007352941176470588,0.0
5,0.0,0.0012254901960784314,0.0,0.002740279384190919,0.007352941176470588,0.0
6,0.0,0.0010504201680672268,0.0,0.002572993427293254,0.007352941176470588,0.0
7,0.0,0.0009191176470588235,0.0,0.0024317567197284836,0.007352941176470588,0.0
8,0.0,0.0008169934640522876,0.0,0.0023108064744658415,0.007352941176470588,0.0
9,0.0,0.0007352941176470588,0.0,0.0022058823529411764,0.007352941176470588,0.0
10,0.0,0.0006684491978609625,0.0,0.0021138219653531946,0.007352941176470588,0.0
11,0.0,0.0006127450980392157,0.0,0.0020322455823256124,0.007352941176470588,0.0
12,0.0,0.0005656108597285067,0.0,0.001959333492724974,0.007352941176470588,0.0
13,0.0,0.0005252100840336134,0.0,0.0018936718883739443,0.007352941176470588,0.0
14,0.0,0.0004901960784313725,0.0,0.0018341457778303634,0.007352941176470588,0.0
15,0.0,0.00045955882352941176,0.0,0.0017798636701320848,0.007352941176470588,0.0
16,0.0,0.00043252595155709344,0.0,0.0017301038062283738,0.007352941176470588,0.0
17,0.0,0.0004084967320261438,0.0,0.0016842751738634235,0.007352941176470588,0.0
18,0.0,0.00038699690402476777,0.0,0.0016418888108046769,0.007352941176470588,0.0
19,0.0,0.0003676470588235294,0.0,0.0016025363763017178,0.007352941176470588,0.0
20,0.0,0.00035014005602240897,0.0,0.0015658739338233823,0.007352941176470588,0.0
21,0.0,0.00033422459893048126,0.0,0.001531609523715187,0.007352941176470588,0.0
22,0.0,0.000319693094629156,0.0,0.0014994935293553167,0.007352941176470588,0.0
23,0.0,0.00030637254901960784,0.0,0.0014693111284659066,0.007352941176470588,0.0
24,0.0,0.0002941176470588235,0.0,0.0014408763192842225,0.007352941176470588,0.0
25,0.0,0.00028280542986425336,0.0,0.0014140271493212671,0.007352941176470588,0.0
26,0.0,0.00027233115468409583,0.0,0.00138862187189346,0.007352941176470588,0.0
27,0.0,0.0002626050420168067,0.0,0.0013645358252906072,0.007352941176470588,0.0
28,0.0,0.0002535496957403651,0.0,0.0013416588798501976,0.007352941176470588,0.0
29,0.0,0.00024509803921568627,0.0,0.0013198933350819862,0.007352941176470588,0.0
30,0.0,0.00023719165085388995,0.0,0.0012991521762456498,0.007352941176470588,0.0
31,0.0,0.00022977941176470588,0.0,0.0012793576201355747,0.007352941176470588,0.0
32,0.0,0.0002228163992869875,0.0,0.0012604398951631861,0.007352941176470588,0.0
33,0.0,0.00021626297577854672,0.0,0.001242336212486598,0.007352941176470588,0.0
34,0.0,0.00021008403361344536,0.0,0.0012249898938750628,0.007352941176470588,0.0
35,0.0,0.0002042483660130719,0.0,0.0012083496289010652,0.007352941176470588,0.0
36,0.0,0.00019872813990461048,0.0,0.0011923688394276629,0.007352941176470588,0.0
37,0.0,0.00019349845201238389,0.0,0.0011770051335716367,0.007352941176470588,0.0
38,0.0,0.0001885369532428356,0.0,0.0011622198346472427,0.007352941176470588,0.0
39,0.0,0.0001838235294117647,0.0,0.0011479775732349995,0.007352941176470588,0.0
40,0.0,0.0001793400286944046,0.0,0.0011342459326285433,0.007352941176470588,0.0
41,0.0,0.00017507002801120448,0.0,0.0011209951396065911,0.007352941176470588,0.0
42,0.0,0.0001709986320109439,0.0,0.0011081977938453933,0.007352941176470588,0.0
43,0.0,0.00016711229946524063,0.0,0.0010958286303980615,0.007352941176470588,0.0
44,0.0,0.0001633986928104575,0.0,0.00108386431057366,0.007352941176470588,0.0
45,0.0,0.000159846547314578,0.0,0.0010722832372920983,0.007352941176470588,0.0
46,0.0,0.00015644555694618273,0.0,0.0010610653916028265,0.007352941176470588,0.0
47,0.0,0.00015318627450980392,0.0,0.0010501921875614344,0.007352941176470588,0.0
48,0.0,0.00015006002400960383,0.0,0.0010396463430785575,0.007352941176470588,0.0
49,0.0,0.00014705882352941175,0.0,0.0010294117647058826,0.007352941176470588,0.0
50,0.0,0.0001441753171856978,0.0,0.001019473444617283,0.007352941176470588,0.0
51,0.0,0.00014140271493212668,0.0,0.00100981736828943,0.007352941176470588,0.0
52,0.0,0.00013873473917869035,0.0,0.0010004304315937818,0.007352941176470588,0.0
53,0.0,0.00013616557734204792,0.0,0.000991300366187434,0.007352941176470588,0.0
54,0.0,0.00013368983957219252,0.0,0.0009824156722392423,0.007352941176470588,0.0
55,0.0,0.00013130252100840336,0.0,0.0009737655576543673,0.007352941176470588,0.0
56,0.0,0.00012899896800825592,0.0,0.0009653398830686123,0.007352941176470588,0.0
57,0.0,0.00012677484787018255,0.0,0.0009571291119765151,0.007352941176470588,0.0
58,0.0,0.0001246261216350947,0.0,0.0009491242654366785,0.007352941176470588,0.0
