steps,time,reward,delta,converged
1,0.0017630000000110613,52.5,100.5,False
2,0.000918000000012853,283.25,50.0,False
3,0.0009530000000097516,487.0,25.0,False
4,0.0009349999999983538,633.0625,12.5,False
5,0.0009080000000096788,725.03125,6.25,False
6,0.0010759999999834235,780.484375,3.125,False
7,0.0010399999999890497,811.14453125,1.5625,False
8,0.0009069999999837819,828.158203125,0.78125,False
9,0.0010079999999845768,837.4169921875,0.390625,False
10,0.0009030000000223026,842.41943359375,0.1953125,False
11,0.0012409999999931642,845.107177734375,0.09765625,False
12,0.0010589999999979227,846.5498046875,0.048828125,False
13,0.0009069999999837819,847.2725830078125,0.0244140625,False
14,0.0009019999999964057,847.6339721679688,0.01220703125,False
15,0.0009009999999989304,847.8146667480469,0.006103515625,False
16,0.00089900000000398,847.9050140380859,0.0030517578125,False
17,0.0009000000000014552,847.9501876831055,0.00152587890625,False
18,0.0009000000000014552,847.9727745056152,0.000762939453125,False
19,0.000893999999988182,847.9840679168701,0.0003814697265625,False
20,0.0010310000000117725,847.9897146224976,0.00019073486328125,False
21,0.0008980000000065047,847.9925379753113,9.5367431640625e-05,False
22,0.000945000000001528,847.9939496517181,4.76837158203125e-05,False
23,0.001148000000000593,847.9946554899216,2.384185791015625e-05,False
24,0.0009079999999812571,847.9950084090233,1.1920928955078125e-05,False
25,0.0009119999999995798,847.9951848685741,5.9604644775390625e-06,True
