step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.004291845493562232,0.0002861230329041488,0.0,0.0010705743595919718,0.004291845493562232,0.0
15,0.007936507936507936,0.0007642720893793855,0.0,0.0021222380100555786,0.007936507936507936,0.0
16,0.0,0.0007193149076511864,0.0,0.002066711782298961,0.007936507936507936,0.0
17,0.0,0.0006793529683372315,0.0,0.0020152298981928832,0.007936507936507936,0.0
18,0.0,0.0006435975489510615,0.0,0.0019673380047208785,0.007936507936507936,0.0
19,0.0,0.0006114176715035083,0.0,0.0019226474532051951,0.007936507936507936,0.0
20,0.0,0.0005823025442890556,0.0,0.0018808242196804526,0.007936507936507936,0.0
21,0.0,0.0005558342468213712,0.0,0.001841579834966253,0.007936507936507936,0.0
22,0.0,0.0005316675404378334,0.0,0.0018046639742031465,0.007936507936507936,0.0
23,0.0,0.0005095147262529237,0.0,0.001769858396129684,0.007936507936507936,0.0
24,0.00847457627118644,0.0008281171880502644,0.0,0.0023330845420979776,0.00847457627118644,0.0
25,0.0,0.000796266526971408,0.0,0.0022933137680898105,0.00847457627118644,0.0
26,0.0,0.0007667751741206152,0.0,0.002255462886026267,0.00847457627118644,0.0
27,0.0,0.0007393903464734503,0.0,0.002219386921283448,0.00847457627118644,0.0
28,0.0,0.0007138941276295383,0.0,0.002184955132535203,0.00847457627118644,0.0
29,0.0,0.0006900976567085537,0.0,0.002152049377292732,0.00847457627118644,0.0
30,0.0,0.0006678364419760197,0.0,0.0021205626766440814,0.00847457627118644,0.0
31,0.0,0.0006469665531642691,0.0,0.0020903979575803565,0.00847457627118644,0.0
32,0.0,0.0006273615060986852,0.0,0.0020614669518292995,0.00847457627118644,0.0
33,0.0,0.0006089096970957826,0.0,0.0020336892316358346,0.00847457627118644,0.0
34,0.0,0.0005915122771787603,0.0,0.0020069913648554935,0.00847457627118644,0.0
35,0.0,0.0005750813805904613,0.0,0.0019813061737438253,0.00847457627118644,0.0
36,0.0,0.000559538640574503,0.0,0.0019565720837666197,0.00847457627118644,0.0
37,0.0,0.0005448139395067529,0.0,0.0019327325505420882,0.00847457627118644,0.0
38,0.0,0.0005308443513142721,0.0,0.0019097355546256465,0.00847457627118644,0.0
39,0.0,0.0005175732425314152,0.0,0.0018875331552560928,0.00847457627118644,0.0
40,0.0,0.0005049495049086978,0.0,0.0018660810954080466,0.00847457627118644,0.0
41,0.0,0.000492926897648967,0.0,0.0018453384515554135,0.00847457627118644,0.0
42,0.009900990099009901,0.000711719065122477,0.0,0.0023101130078789878,0.009900990099009901,0.0
43,0.0,0.0006955436318242389,0.0,0.0022861727762084724,0.009900990099009901,0.0
44,0.0,0.0006800871066725892,0.0,0.0022629519198207023,0.009900990099009901,0.0
45,0.0,0.0006653026043536199,0.0,0.0022404157045220023,0.009900990099009901,0.0
46,0.0,0.0006511472297929046,0.0,0.0022185316510958636,0.009900990099009901,0.0
47,0.0,0.0006375816625055523,0.0,0.0021972693556353068,0.009900990099009901,0.0
48,0.0,0.0006245697918421737,0.0,0.0021766003264054408,0.009900990099009901,0.0
49,0.0,0.0006120783960053301,0.0,0.0021564978355699286,0.009900990099009901,0.0
50,0.0,0.0006000768588287551,0.0,0.002136936784287638,0.009900990099009901,0.0
51,0.006896551724137931,0.0007211629139308547,0.0,0.0022861397605549874,0.009900990099009901,0.0
52,0.0,0.0007075560664981971,0.0,0.002266594500790745,0.009900990099009901,0.0
53,0.0,0.0006944531763778601,0.0,0.0022475346493503103,0.009900990099009901,0.0
54,0.0,0.0006818267549891717,0.0,0.00222894081962864,0.009900990099009901,0.0
55,0.0,0.000669651277221508,0.0,0.0022107946652839884,0.009900990099009901,0.0
56,0.0,0.0006579030092000779,0.0,0.0021930788119737003,0.009900990099009901,0.0
57,0.0,0.0006465598538690421,0.0,0.002175776794216592,0.009900990099009901,0.0
58,0.0,0.0006356012122780415,0.0,0.0021588729969691557,0.009900990099009901,0.0
59,0.0,0.0006250078587400741,0.0,0.0021423526015349383,0.009900990099009901,0.0
60,0.0,0.0006147618282689254,0.0,0.002126201535456886,0.009900990099009901,0.0
61,0.0,0.0006048463149097491,0.0,0.002110406426070994,0.009900990099009901,0.0
62,0.0,0.0005952455797524514,0.0,0.002094954557426189,0.009900990099009901,0.0
