step,reward,mean,median,std,max,min
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.004694835680751174,0.002347417840375587,0.002347417840375587,0.002347417840375587,0.004694835680751174,0.0
2,0.0,0.001564945226917058,0.0,0.002213166764277144,0.004694835680751174,0.0
3,0.0,0.0011737089201877935,0.0,0.002032923483062063,0.004694835680751174,0.0
4,0.0,0.0009389671361502347,0.0,0.0018779342723004694,0.004694835680751174,0.0
5,0.0,0.000782472613458529,0.0,0.0017496619542251874,0.004694835680751174,0.0
6,0.007633587786259542,0.0017612033524301023,0.0,0.0028933491177306216,0.007633587786259542,0.0
7,0.0,0.0015410529333763395,0.0,0.0027684470243270554,0.007633587786259542,0.0
8,0.0,0.0013698248296678574,0.0,0.0026546680894022224,0.007633587786259542,0.0
9,0.0030581039755351682,0.0015386527442545885,0.0,0.002568863986491839,0.007633587786259542,0.0
10,0.0,0.0013987752220496258,0.0,0.002488936449478141,0.007633587786259542,0.0
11,0.007042253521126761,0.0018690650803060537,0.0,0.002848064077108018,0.007633587786259542,0.0
12,0.0,0.0017252908433594341,0.0,0.002781287868768333,0.007633587786259542,0.0
13,0.0,0.0016020557831194747,0.0,0.002716698638442566,0.007633587786259542,0.0
14,0.0,0.001495252064244843,0.0,0.0026548295376083255,0.007633587786259542,0.0
15,0.006711409395973154,0.0018212618974778624,0.0,0.0028638869656669582,0.007633587786259542,0.0
16,0.0,0.001714128844685047,0.0,0.002811232243802018,0.007633587786259542,0.0
17,0.0,0.0016188994644247667,0.0,0.0027600971868424595,0.007633587786259542,0.0
18,0.0,0.0015336942294550421,0.0,0.0027106937684633816,0.007633587786259542,0.0
19,0.0,0.0014570095179822899,0.0,0.00266311810206878,0.007633587786259542,0.0
20,0.0,0.0013876281123640856,0.0,0.002617393722574885,0.007633587786259542,0.0
21,0.0,0.0013245541072566273,0.0,0.0025734990011305556,0.007633587786259542,0.0
22,0.0,0.0012669647982454695,0.0,0.002531384737230361,0.007633587786259542,0.0
23,0.0,0.001214174598318575,0.0,0.0024909855504088676,0.007633587786259542,0.0
24,0.0,0.001165607614385832,0.0,0.0024522272933257426,0.007633587786259542,0.0
25,0.0,0.0011207765522940692,0.0,0.0024150318769728604,0.007633587786259542,0.0
26,0.0,0.001079266309616511,0.0,0.0023793203940229925,0.007633587786259542,0.0
27,0.0,0.0010407210842730643,0.0,0.0023450151135222235,0.007633587786259542,0.0
28,0.0,0.0010048341503326138,0.0,0.0023120407227097827,0.007633587786259542,0.0
29,0.004081632653061225,0.0011073941004235675,0.0,0.0023393130724359812,0.007633587786259542,0.0
