params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.1, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",13.686991000000035,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.335512000000108,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",12.154365999999982,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",12.09995200000003,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.533930000000055,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.187743000000182,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",12.827573999999913,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.21233600000005,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.1, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.12065500000017,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.955512999999883,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.915075000000115,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.104848000000175,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.060579000000189,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.007037000000082,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.806381999999985,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.461049000000003,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.352417999999943,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.886794999999893,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.1, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.83461699999998,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.272244000000228,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",7.946064999999635,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.334522000000106,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.276000000000295,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.154299000000265,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.143340999999964,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.190186000000267,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.162636999999904,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.097752000000128,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.09048299999995,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.250856000000113,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.046376000000237,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.352237999999943,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.298989999999776,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.211999999999989,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.36280399999987,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.429111999999805,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.419766999999865,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.184981000000334,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.274082999999791,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.284247999999934,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.054975999999897,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.642906000000039,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.540909000000283,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.421555999999782,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.330159000000094,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",14.585238000000118,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.95546000000013,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.615070999999716,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",12.401495999999952,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.075631000000158,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.29164899999978,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",13.392061000000012,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.140486000000237,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.916479999999865,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.830167000000074,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.837536999999884,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.912612000000081,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.822545999999875,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.89301899999964,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.493703000000096,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.133483999999953,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.145355999999992,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.999743000000308,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.260138999999981,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.168310999999903,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.891793000000234,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.888002000000142,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.85823500000015,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",11.117870000000039,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.824481000000105,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.636856999999964,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.695828999999776,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.925214999999753,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.785636999999952,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.934032000000116,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.558371999999963,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.820110999999997,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",10.628549999999905,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",13.457284999999956,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",9.163246999999956,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.608815999999933,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.563362999999754,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.370495000000119,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.28479200000038,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.285232000000178,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.515705000000253,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.421240000000125,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.374548000000232,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.9, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.608209999999872,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.920090999999957,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",8.530576999999994,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.379701000000296,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.694350000000213,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",14.851986000000124,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",14.571676999999909,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.610572999999931,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",13.887612999999874,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",14.070630000000165,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.9, ""alpha"": 0.9, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": ""random""}",14.165434999999889,100,0.0,0.0,0.0,0.0,0.0
