params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.295539999999164,100,2.097333333333333,-1.0,-1.0,5.733333333333333,3.355876040618902
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.17752500000006,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.3558760406189014
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.297474999999395,100,2.0973333333333333,-1.0,-1.0,5.733333333333333,3.355876040618902
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.186932999999954,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.159953999999743,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.325687000000471,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.194786999999451,100,2.0299999999999994,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.1, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.205291000000216,100,1.9626666666666663,-1.0,-1.0,5.733333333333333,3.3423387686535375
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",48.402656000000206,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.697884000000158,100,2.097333333333333,-1.0,-1.0,5.733333333333333,3.355876040618902
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.625939000000471,100,2.770666666666667,5.733333333333333,-1.0,5.733333333333333,3.3423387686535375
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.501376000000164,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.477789999999914,100,2.1646666666666667,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",4.7496000000001,100,5.28972549019608,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39321632572394544
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.480684999999539,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.590361999999914,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.516304000000673,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.355876040618902
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.3, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.7368670000005295,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""discount_factor"": 0.0, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",53.44214499999998,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.299808000000667,100,2.8380000000000005,5.733333333333333,-1.0,5.733333333333333,3.3335100619817144
"{""discount_factor"": 0.2, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.211148000000321,100,2.7706666666666666,5.733333333333333,-1.0,5.733333333333333,3.342338768653537
"{""discount_factor"": 0.3, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.520163999999568,100,2.4339999999999993,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""discount_factor"": 0.4, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.1288039999999455,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.5, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.32086100000015,100,2.1646666666666663,-1.0,-1.0,5.733333333333333,3.3606012028273224
"{""discount_factor"": 0.6, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.391214999999647,100,5.2976470588235305,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39409306332458277
"{""discount_factor"": 0.7, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.2094859999997425,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.8, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",5.498320000000604,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.39536484739144956
"{""discount_factor"": 0.9, ""alpha"": 0.5, ""epsilon"": 0.5, ""epsilon_decay"": 0.0001, ""q_init"": 0}",6.344433999999637,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
