steps,time,reward,delta,converged
1,0.0012469999999211723,0.0,0.00029539528588750844,False
2,0.0031289999999444262,0.0,0.00029539528588750844,False
3,0.0040079999998852145,0.0,0.00036802259687094337,False
4,0.00433999999995649,0.0,0.00036802259687094337,False
5,0.004890000000159489,0.0,0.00036802259687094337,False
6,0.003294999999980064,0.0,0.00036802259687094337,False
7,0.000739999999950669,0.0,0.00036802259687094337,False
8,0.0022940000001199223,0.0,0.00036802259687094337,False
9,0.0030709999998634885,0.0,0.00036802259687094337,False
10,0.0015499999999519787,0.0,0.00036802259687094337,False
11,0.0029959999999391584,0.0,0.00036802259687094337,False
12,0.005834999999933643,0.0,0.00036802259687094337,False
13,0.0029520000000502478,0.0,0.00036802259687094337,False
14,0.0038660000000163564,0.0,0.00036802259687094337,False
15,0.002876999999898544,0.0,0.00036802259687094337,False
16,0.0038959999999406136,0.0,0.00036802259687094337,False
17,0.0033439999999700376,0.0,0.00036802259687094337,False
18,0.007113000000117609,0.0,0.00036802259687094337,False
19,0.004271000000017011,0.0,0.00036802259687094337,False
20,0.002300999999988562,0.0,0.00036802259687094337,False
21,0.012148000000024695,0.0,0.00036802259687094337,False
22,0.0016949999999269494,0.0,0.00036802259687094337,False
23,0.006068000000141183,0.0,0.00036802259687094337,False
24,0.0047790000000986765,0.0,0.00036802259687094337,False
25,0.0017629999999826396,0.0,0.00036802259687094337,False
26,0.001958000000058746,0.0,0.00036802259687094337,False
27,0.002046000000063941,0.0,0.00036802259687094337,False
28,0.0014209999999366119,0.0,0.00036802259687094337,False
29,0.0020170000000234722,0.0,0.00036802259687094337,False
30,0.005378999999948064,0.0,0.00036802259687094337,False
31,0.006270000000085929,0.0,0.00036802259687094337,False
32,0.0025909999999385036,0.0,0.00036802259687094337,False
33,0.005758000000014363,0.0,0.00036802259687094337,False
34,0.0019509999999627325,0.0,0.00036802259687094337,False
35,0.001554999999825668,0.0,0.00036802259687094337,False
36,0.0009939999999915017,0.0,0.00036802259687094337,False
37,0.012435999999979686,0.0,0.00036802259687094337,False
38,0.0008199999999760621,0.0,0.00036802259687094337,False
39,0.0045509999999922,0.0,0.00036802259687094337,False
40,0.0023629999998320272,0.0,0.00036802259687094337,False
41,0.0029460000000653963,0.0,0.00036802259687094337,False
42,0.007920999999896594,0.0,0.00036802259687094337,False
43,0.0016760000000886066,0.0,0.00036802259687094337,False
44,0.0035370000000511936,0.0,0.00036802259687094337,False
45,0.004885999999942214,0.0,0.00036802259687094337,False
46,0.0012509999999110732,0.0,0.00036802259687094337,False
47,0.0017699999998512794,0.0,0.00036802259687094337,False
48,0.0016840000000684086,0.0,0.00036802259687094337,False
49,0.0010720000000219443,0.0,0.00036802259687094337,False
50,0.0030669999998735875,0.0,0.00036802259687094337,False
51,0.0022770000000491564,0.0,0.00036802259687094337,False
52,0.0015829999999823485,0.0,0.00036802259687094337,False
53,0.0016630000000077416,0.0,0.00036802259687094337,False
54,0.002199999999902502,0.0,0.00036802259687094337,False
55,0.0006409999998595595,0.0,0.00036802259687094337,False
56,0.005208999999922526,0.0,0.00036802259687094337,False
57,0.008672999999816966,0.0,0.00036802259687094337,False
58,0.00218300000005911,0.0,0.00036802259687094337,False
59,0.001418000000057873,0.0,0.00036802259687094337,False
60,0.0023059999998622516,0.0,0.00036802259687094337,False
61,0.0013329999999314168,0.0,0.00036802259687094337,False
62,0.004370000000108121,0.0,0.00036802259687094337,False
63,0.0008989999998902931,0.0,0.00036802259687094337,False
64,0.0026370000000497384,0.0,0.00036802259687094337,False
65,0.00314499999990403,0.0,0.00036802259687094337,False
66,0.0011539999998149142,0.0,0.00036802259687094337,False
67,0.0016550000000279397,0.0,0.00036802259687094337,False
68,0.003971999999976106,0.0,0.00036802259687094337,False
69,0.002181999999947948,0.0,0.00036802259687094337,False
70,0.0024019999998472485,0.0,0.00036802259687094337,False
71,0.005341999999927793,0.0,0.00036802259687094337,False
72,0.008192000000008193,0.0,0.00036802259687094337,False
73,0.0009260000001631852,0.0,0.00036802259687094337,False
74,0.0009909999998853891,0.0,0.00036802259687094337,False
75,0.008257999999841559,0.0,0.00036802259687094337,False
76,0.003068999999868538,0.0,0.00036802259687094337,False
77,0.0013400000000274304,0.0,0.00036802259687094337,False
78,0.005599999999958527,0.0,0.00036802259687094337,False
79,0.0014360000000124273,0.0,0.00036802259687094337,False
80,0.006219999999984793,0.0,0.00036802259687094337,False
81,0.0018500000001040462,0.0,0.00036802259687094337,False
82,0.003684000000021115,0.0,0.00036802259687094337,False
83,0.0014460000002145534,0.0,0.00036802259687094337,False
84,0.0044150000001081935,0.0,0.00036802259687094337,False
85,0.0030639999999948486,0.0,0.00036802259687094337,False
86,0.0010729999999057327,0.0,0.00036802259687094337,False
87,0.0033149999999295687,0.0,0.00036802259687094337,False
88,0.0019259999999121646,0.0,0.00036802259687094337,False
89,0.0028549999999540887,0.0,0.00036802259687094337,False
90,0.00589599999989332,0.0,0.00036802259687094337,False
91,0.0015989999999419524,0.0,0.00036802259687094337,False
92,0.003150000000005093,0.0,0.00036802259687094337,False
93,0.005054999999856591,0.0,0.00036802259687094337,False
94,0.008111000000099011,0.0,0.00036802259687094337,False
95,0.003463000000010652,0.0,0.00036802259687094337,False
96,0.0018930000001091685,0.0,0.00036802259687094337,False
97,0.00603699999987839,0.0,0.00036802259687094337,False
98,0.004527000000052794,0.0,0.00036802259687094337,False
99,0.001015999999935957,0.0,0.00036802259687094337,False
100,0.002808999999842854,0.0,0.00036802259687094337,False
101,0.0014840000001186127,0.0,0.00036802259687094337,False
102,0.002735000000029686,0.0,0.00036802259687094337,False
103,0.0026359999999385764,0.0,0.00036802259687094337,False
104,0.004732999999987442,0.0,0.00036802259687094337,False
105,0.0048580000000129075,0.0,0.00036802259687094337,False
106,0.0014249999999265128,0.0,0.00036802259687094337,False
107,0.0011710000001130538,0.0,0.00036802259687094337,False
108,0.0019260000001395383,0.0,0.00036802259687094337,False
109,0.005299000000150045,0.0,0.00036802259687094337,False
110,0.002812999999832755,0.0,0.00036802259687094337,False
111,0.002323999999816806,0.0,0.00036802259687094337,False
112,0.0015960000000632135,0.0,0.00036802259687094337,False
113,0.0013469999998960702,0.0,0.00036802259687094337,False
114,0.001948999999967782,0.0,0.00036802259687094337,False
115,0.002808999999842854,0.0,0.00036802259687094337,False
116,0.002159000000119704,0.0,0.00036802259687094337,False
117,0.0017149999998764542,0.0,0.00036802259687094337,False
118,0.0025120000000242726,0.0,0.00036802259687094337,False
119,0.005933000000140964,0.0,0.00036802259687094337,False
120,0.0025729999999839492,0.0,0.00036802259687094337,False
121,0.0027250000000549335,0.0,0.00036802259687094337,False
122,0.002271000000064305,0.0,0.00036802259687094337,False
123,0.002273999999943044,0.0,0.00036802259687094337,False
124,0.0021139999998922576,0.0,0.00036802259687094337,False
125,0.0009310000000368746,0.0,0.00036802259687094337,False
126,0.0033399999999801366,0.0,0.00036802259687094337,False
127,0.0008160000002135348,0.0,0.00036802259687094337,False
128,0.00047099999983402085,0.0,0.00036802259687094337,False
129,0.0024580000001606095,0.0,0.00036802259687094337,False
130,0.0022240000000692817,0.0,0.00036802259687094337,False
131,0.0010790000001179578,0.0,0.00036802259687094337,False
132,0.0031480000000101427,0.0,0.00036802259687094337,False
133,0.0005080000000816653,0.0,0.00036802259687094337,False
134,0.0038329999999859865,0.0,0.00036802259687094337,False
135,0.0006419999999707215,0.0,0.00036802259687094337,False
136,0.0010019999999713036,0.0,0.00036802259687094337,False
137,0.0006440000001930457,0.0,0.00036802259687094337,False
138,0.0018159999999625143,0.0,0.00036802259687094337,False
139,0.0024659999999130378,0.0,0.00036802259687094337,False
140,0.00592200000005505,0.0,0.00036802259687094337,False
141,0.002077999999983149,0.0,0.00036802259687094337,False
142,0.000647999999955573,0.0,0.00036802259687094337,False
143,0.002128999999968073,0.0,0.00036802259687094337,False
144,0.0009900000000016007,0.0,0.00036802259687094337,False
145,0.006863999999950465,0.0,0.00036802259687094337,False
146,0.0030259999998634157,0.0,0.00036802259687094337,False
