steps,time,reward,delta,converged
1,0.03043200000001889,0.0,0,False
2,0.027896999999939,0.0,0,False
3,0.0059389999996710685,0.0,0,False
4,0.02054500000031112,0.0,0,False
5,0.006151999999929103,0.0,0,False
6,0.007462000000032276,0.0,0,False
7,0.012186999999812542,0.0,0,False
8,0.026929999999993015,0.0,0,False
9,0.00443600000016886,0.0,0,False
10,0.009607999999843742,0.0,0,False
11,0.0025559999999131833,0.0,0,False
12,0.0249429999998938,0.0,0,False
13,0.04317700000001423,0.0,0,False
14,0.00907599999982267,0.0,0,False
15,0.020139000000199303,0.0,0,False
16,0.005909999999857973,0.0,0,False
17,0.0023019999998723506,0.0,0,False
18,0.006636000000071363,0.0,0,False
19,0.004372999999759486,0.0,0,False
20,0.016664000000218948,0.0,0,False
21,0.0054009999998925196,0.0,0,False
22,0.031599000000369415,0.0,0,False
23,0.007149000000026717,0.0,0,False
24,0.03150000000005093,0.0,0,False
25,0.031489999999848806,0.0,0,False
26,0.007481000000097993,0.0,0,False
27,0.012459999999919091,0.0,0,False
28,0.004256000000168569,0.0,0,False
29,0.011520000000018626,0.0,0,False
30,0.012784999999894353,0.0,0,False
31,0.03225799999972878,0.0,0,False
32,0.00924799999984316,0.0,0,False
33,0.008219999999710126,0.0,0,False
34,0.004073000000062166,0.0,0,False
35,0.0038319999998748244,0.0,0,False
36,0.008389999999963038,0.0,0,False
37,0.005828999999721418,0.0,0,False
38,0.012713999999959924,0.0,0,False
39,0.006239999999706924,0.0,0,False
40,0.003321000000141794,0.0,0,False
41,0.015835000000151922,0.0,0,False
42,0.043501999999989494,0.0,0,False
43,0.01445400000011432,0.0,0,False
44,0.01708199999984572,0.0,0,False
45,0.006863999999950465,0.0,0,False
46,0.043672000000242406,0.0,0,False
47,0.013674000000264641,0.0,0,False
48,0.008088999999927182,0.0,0,False
49,0.003650999999990745,0.0,0,False
50,0.020764000000326632,0.0,0,False
51,0.014831999999842083,0.0,0,False
52,0.01494700000012017,0.0,0,False
53,0.013474000000314845,0.0,0,False
54,0.008737999999993917,0.0,0,False
55,0.014020999999956985,0.0,0,False
56,0.017170999999962078,0.0,0,False
57,0.02598600000010265,0.0,0,False
58,0.025006000000303175,0.0,0,False
59,0.014605000000301516,0.0,0,False
60,0.0044320000001789595,0.0,0,False
61,0.040874999999687134,0.0,0,False
62,0.01646000000027925,0.0,0,False
63,0.006265999999868654,0.0,0,False
64,0.015456000000085623,0.0,0,False
65,0.04563800000005358,0.0,0,False
66,0.022397999999611784,0.0,0,False
67,0.03589300000021467,0.0,0,False
68,0.003263000000060856,0.0,0,False
69,0.024411999999756517,0.0,0,False
70,0.021314000000074884,0.0,0,False
71,0.018914000000222586,0.0,0,False
72,0.030415000000175496,0.0,0,False
73,0.035666000000219356,0.0,0,False
74,0.02877200000011726,0.0,0,False
75,0.0138160000001335,0.0,0,False
76,0.04359900000008565,0.0,0,False
77,0.04346099999975195,0.0,0,False
78,0.011216000000331405,0.0,0,False
79,0.019818000000213942,0.0,0,False
80,0.0037000000002080924,0.0,0,False
81,0.029949000000215165,0.0,0,False
82,0.03238000000010288,0.0,0,False
83,0.0439169999999649,0.0,0,False
84,0.01951099999996586,0.0,0,False
85,0.020688000000063766,0.0,0,False
86,0.04380100000025777,0.0,0,False
87,0.0041919999998754065,0.0,0,False
88,0.014775999999983469,0.0,0,False
89,0.010359000000335072,0.0,0,False
90,0.010954999999739812,0.0,0,False
91,0.00942799999984345,0.0,0,False
92,0.0065870000003087625,0.0,0,False
93,0.00413299999991068,0.0,0,False
94,0.004464999999981956,0.0,0,False
95,0.00542200000018056,0.0,0,False
96,0.03182500000002619,0.0,0,False
97,0.006006000000070344,0.0,0,False
98,0.01623299999982919,0.0,0,False
99,0.018216999999822292,0.0,0,False
100,0.024334000000180822,0.0,0,False
101,0.0076810000000477885,0.0,0,False
102,0.004087000000254193,0.0,0,False
103,0.0023749999995743565,0.0,0,False
104,0.043681999999989785,0.0,0,False
105,0.02560700000003635,0.0,0,False
106,0.04120000000011714,0.0,0,False
107,0.007386000000224158,0.0,0,False
108,0.02295400000002701,0.0,0,False
109,0.011242999999922176,0.0,0,False
110,0.009328999999979715,0.0,0,False
111,0.03284800000028554,0.0,0,False
112,0.007656999999653635,0.0,0,False
113,0.01860099999976228,0.0,0,False
114,0.03972699999985707,0.0,0,False
115,0.003009999999903812,0.0,0,False
116,0.013080000000172731,0.0,0,False
117,0.039690000000064174,0.0,0,False
118,0.009534999999686988,0.0,0,False
119,0.021937999999863678,0.0,0,False
120,0.025186000000303466,0.0,0,False
121,0.014834999999948195,0.0,0,False
122,0.04028599999992366,0.0,0,False
123,0.016466999999920517,0.0,0,False
124,0.019298000000162574,0.0,0,False
125,0.033645000000433356,0.0,0,False
126,0.025494999999864376,0.0,0,False
127,0.011601000000155182,0.0,0,False
128,0.006428000000141765,0.0,0,False
129,0.00937000000021726,0.0,0,False
130,0.021458000000166066,0.0,0,False
131,0.016652000000249245,0.0,0,False
132,0.032920000000103755,0.0,0,False
133,0.04346800000030271,0.0,0,False
134,0.00860499999998865,0.0,0,False
135,0.010756000000128552,0.0,0,False
136,0.01633399999991525,0.0,0,False
137,0.013104000000112137,0.0,0,False
138,0.013856999999916297,0.0,0,False
139,0.015824999999949796,0.0,0,False
